Language,Movie_ID,Review,Score
en,1184626589,so much hype so little excitement for the audience this film is pure product and it a a shame i saw it the other night at an outdoor cinema and i know it a few years since all the marketing hype but it really was boring all that money on special effects and yet it really is not exciting ,3
en,1184626589,every year there seems to be at least one movie that has theater goers buzzing but which ends up being much ado about nothing here #### the matrix whether it the hokey idea of robots using humans as batteries rather than harvesting power chemically or geochemically the dissolution of the trying to be hip science fiction movie plot into a typical action shoot em up vehicle or the bedamned hollywood ending there much to annoy the serious film viewer in the matrix its basic plot human discovers he in a faked alien generated reality discovers he has super powers to fight aliens was used in #### dark city a more stylish film that also suffers from a hollywood esque ending invest your # # or # in duracell stock ,4
en,1184626589,the matrix was a decent piece of modern dystopian science fiction but it is very much over rated the main theme of the film seems to be on the dangers of technology this is an important theme but it is done much better in the terminator series and the lord of the rings series the special effects were impressive but the film did not deserve the # oscars that it won #### the phantom menace was superior both technically and in terms of story telling the overall feel of the matrix is very dark and dirty with very little light an ok movie overall # ##,7
en,-1664490593,the more i watch ray it plays a lot on the hbo channels on tv the more i get the sense that the film could have been better than what was deserved taylor hackford direction is slick at times and has a decent hand held quality but at times its all for things all too typical in a musician life ala biography movie hackford puts through a non linear structure in the story but it does not really work to make a real dramatic advantage hackford puts in scenes from ray charles childhood into moments that pump up the melodrama if that the right word into being too manipulative for its own good there are also elements in charles childhood that could have been used better for the sake of the story to help make it clearer about what drove charles to his demons #### film walk the line not to make too close a comparison dealt with the subject matter straight on the film ray juggles with its subjects over the course of #### to the late #### with almost too much to show and in a way the film is watchable despite its flaws in the structure and repetitiveness for a good chunk of the film its really just ray takes junk ray cheats on his wife ray makes hits ray takes junk ray has a flashback etc ray charles music is remarkable inspiring and stands against music of today as being almost good for the soul even as early on it was called would evil music i e combining blues and gospel which took some getting used to for people in the ## there rarely a song of his at least shown in the film that is not worth listening to as it crosses racial divides and there a mention of that in the film nothing too big bringing the power and soul of his music for everyone and not just his r b stuff but even his more country type music at the least the musical performance scenes are worth checking out the movie alone there also a certain complexity or lack thereof in jamie foxx portrayal the problem also lies on the bordering of just an imitation of charles versus a performance sometimes foxx channels in and just does a good acting job but there are perhaps too many moments and scenes where its too much bordering on parody i do not meant to downplay it too much he does do what he can with the material and apparently prepared extensively for his role by being around charles and playing the piano for real there is talent in his work in the film but it sometimes cannot over come the direction or script for example the last twenty minutes or so of the film are a mess a trippy kind of sequence showing charles kicking junk followed by a symbolic forgiving of charles with his mother this is just poor film making to me as a filmmaker running out of a better way to make a catharsis that the film has to stop at the point it does does not leave much room for other options i do not deny there is potential in the film that the music alone makes it worth seeing at least one if your already a fan for sure but even if not the music may turn you on to some of his lesser heard recordings and that there are some impressive acting scenes regina king is terrific in her scenes for example but there is too much left unexplained and not for the good of ambiguity sake and over length tends to creep in on it too it the kind of film i end up watching anyway now on tv as its an easy film to watch however not with the sort of complexity that could have been put into the story ,6
en,1134267303,this is the kind of film that lets you know right from the beginning that you are in for the ride of your life from beginning to end the story that they tell are powerful involving and yes extremely violent one thing that i found intriguing was the structure of the story it was reminiscent of pulp fiction in this manner you get introduced to one character and you see his story unfold then the next then the next but what is really great is how they brought other character into the other persons story during micky rourks bit you get a glimpse of clive owen and then after mickey rourk is finished they tell you why clive was there in the end everything comes together in a very interesting way as for cinematography i have this to say i am a film student right now the second i go pro i am using hd and only hd because if that the kind of look you can get out of it there is no reason to spend the extra money on the ## mm film camera for what they were trying to do with this film high definition was the only way to go they made ever element of sin city including the actors look smooth and the composition of the shadows was absolutely amazing the acting in and of itself would usually not impress anyone if it was not for the overall feel of the film really what you got were performances reminiscent of the ####s noir films like double indemnity or the maltese falcon of coarse these are very different stories but they still bare some basic similarities that made performances like this motivated and even more powerful than they would have been had the simply gone with what we consider now to be proper acting style i am usually a big opponent of the use of voice over but it was used perfectly in this movie it was needed and it was completely motivated of coarse voice over is a common element in the noir genre and that still holds true for neo noir films such as this it opens a window to there innermost thoughts and allows us to see a full human even if we only get to follow his story for a little while it also worked simply because of the phenomenal writing it was witty it was intelligent it was funny and it was at the same time serious really top notch writing this is a film that you will never forget and i guarantee you i will see it a couple more times before it hits dvd the bottom line is to miss sin city while it is in theater is to simply let cinematic history pass you by ,8
en,1134267303,i just returned from the march ## #### press screening of sin city shown at the awesome senator theater in baltimore md sin city will go down as the blade runner of comic book films the film had an amazing feel to it and combined many visual styles to create a new filmic language all the elements of a film noir action film were present dimly lit scenes monotone voice over narrative and exquisitely placed one liners i am not very familiar with comic book art but the film used a bunch of familiar elements bad guys eyes were masked behind opaque glasses lenses and the scenes with characters driving looked like the comic cell where the car is speeding off into the distance limited splashes of color are used to accentuate key parts of the film or characters that will drive the rest of the story the film is like nothing that has come before it and i am sure many will try to follow its lead the acting is great with no single character stealing the show the makeup is amazing and even though the actors are often performing superhuman feats the scenes do not poses any of the silliness of a film like the hulk everything on the screen is believable because it is taking place in a comic book setting where anything is possible rodriguez crafts a world never before seen on film he polishes it all off with a soundtrack is not at all intrusive and helps build the mood of the film rodriguez stays true to his art form and except for a massive continuity flaw with blood on mickey rourke chin and mouth appearing and disappearing he keeps the film moving along seamlessly elements of past films have been placed through out the film one pivotal scene begins at a loading dock that looks exactly like the one in the matrix just before cipher drops the cell phone in the trashcan the wrap around storyline echoes pulp fiction beautifully rutger hauer scene looks like it could have come off the cutting room floor of blade runner rodriguez pays homage to those that came before him and provides us with numerous familiar visual elements sin city will probably flop in theaters just because everything edgy and new generally does dennis miller once appeared on the ben stiller show and said i love your show you are doing cutting edge stuff how long until it gets canceled like mine did sin city will have a massive cult following and influence many future films years from now it will get the recognition that its due rodriguez stays true to his beliefs and even resigned from the director guild of america to make sure frank miller just credit as co director there should be more people like him in hollywood sin city is far better than any spider man or daredevil junk that has been produced in the past who knows maybe people will even go rent roadracers to see where that rodriguez guy was coming from early in his career catch sin city in the theater as soon as possible you wo not be disappointed,1
en,1134267303,hollywood has grown its balls back i have not seen a movie this over the top and true to its roots in too long this is the movie i have asked for ever since i became the loser i am today if you want a movie done right maybe you should let the creator co direct of course having quentin around does not hurt either of course i am totally biased so feel free to disregard that part thank you robert rodriguez thank you for throwing that freaking mpaa book back in their stupid mpaa faces sorry i am ranting and raving like a madman i know ill wrap this up i have waited a long time for this and its just too much of what hollywood is lacking all i have left to say is if you have not seen this movie your missing out frank miller for life sorry that just slipped out ,10
en,1134267303,sin city is an interesting movie to watch because of it visual style it appears as if cinema has been brought to a comic book rather than the other way around however as with so many other recent movies just because it different and unlike anything that been done before that does not automatically mean it a good movie the film revolves around # stories that have only a very loose connection to each other about ## of the characters in the film are confined to their story each story is mildly interesting and some entertaining stuff happens but there is not enough time or enough of a backstory to get involved in the characters lives and care about what is happening some performances are good some are not the movie desperately wants to channel the same vibe as kill bill volume # a film that celebrated spewing blood with such a brilliant comedic flare sin city wants to have that same energy and charisma but fails this film is violent and borderline hard to watch the movie is visually stunning to look at and i imagine it looked fantastic on the big screen however as was the case with pulp fiction being john malkovich and memento different does not automatically mean good ,5
en,1134267303,cinematography perfect acting perfect casting perfect music perfect storyline perfect direction perfect one of the best movies i have seen in years it very violent but that seems to only make it better it stylized almost like a film noir only one that was directed by tarantino i would recommend this movie to anyone who can stomach some gore because if you can get past that you are in for an amazing story films like this break the barriers and set a new expectation for what a good film really is i cannot think of a single thing i would change in this movie to make it any better ,9
en,1134267303,the real enemies are not the terrorists or the dictators of foreign countries they are the clergymen and politicians of society the law and the word are what hold back every day people from achieving greatness and these groups are willing to do whatever it takes to sate their lusts desires and grudges mickey rouke plays a sneering cold blooded murderer who has us cheering for him from the first bullet that rips through a priest brain his use of a hacksaw and rubber tubing is grand and horrible fun he is cruel malicious and a joy to watch even as he fries a refreshing change in today terribly upbeat films ,9
en,1134267303,i feel guilty for loving this film but there you have it sin city is pulp fiction with even less redeeming moral value if you are easily offended pretty much by anything stay far away otherwise sit back and revel in this movie noir soaked atmosphere i have not read the frank miller graphic novels upon which this film is based but i have seen the illustrations and i have to say that sin city triumphs in bringing the look of the comics to the screen i am not usually a fan of style over substance i seem to be one of the few that thought last year sky captain and the world of tomorrow a dismal failure but i could have watched frank miller and robert rodriguez stunning monochrome compositions all day not since dorothy opened the door of her house on to a technicolor munchkinland has black and white cinematography been juxtaposed to color more effectively the cgi effects are flawless and a terrific and audacious pulpy score pulses throughout the entire film three equally bizarre stories are interlinked again a la pulp fiction and brought to life by a cast of not quite above the title stars mickey rourke benicio del toro clive owen nick stahl rosario dawson brittany murphy elijah wood creepy as hell michael clark duncan the only box office actor is bruce willis who plays a role that fits him like a glove that of the melancholy hero past his prime who wants to prove he got one more knockout punch in him before he ko would for good the only reason this film rises above cheap titillation is that everyone involved with it commits ### to a common vision of what the film should be there something admirable about the way the filmmakers refuse to compromise their admittedly disgusting visions to appease the moral conservatives or to get a lesser rating or to make more money at the box office sin city is a movie for adults that appeals to the thirteen year old in all of us and what fun it is grade a ,9
en,1059193415,rambo is more than a cartoon character he is the alter ego of a generation however they could just as easily have dressed him in a suit and written nearly the same script in that way rambo perpetuates the stereotyped viet nam war veteran as a semi literate underemployed drifting soul many of the clich d expressions used to describe john rambo in the film are metaphors for the way real life vietnam war veteran were regarded crazy psycho loser to name a few things that the character was called in the film he added a few they called me baby killer in nam i was somebody i was in charge of million dollar equipment i could drive a tank fly a chopper in the end that he cried was out of character nonetheless the character john rambo did what many of us wanted to do and many did in their own way smack society down for using us and throwing us away scorned the interesting thing to note is that the character sheriff teasley is played by brian dennehy an actor who lied about serving in viet nam when he did not among veterans lying about service in viet nam is a shameful act yet the many who have done so in some way supports the idea that viet nam in the national conscience was a heroic venture it was ,10
en,1308623794,i cannot believe how could the producer turn this excellent book in such a horrible screen experience it is really hard to describe my feelings towards this movie the main idea and all the emotions that were in book were left behind there were parts in the book were i almost cried but the movie did not show a thing from that seeing such a high rating in imdb makes me wonder maybe if i had not read the book before the movie would be ok but it is not it did not contain very important parts from book did not show the thoughts and emotions of characters this movie should be remade by hollywood specialists because it is not worth of the story it was like fast run trough the story line there were many mixed up important facts and events really this piece of junk should not be named after this great sad story about afganistan people ,1
en,-1004986445,this is a great film i loved it the first time i saw it on television and have both region # copies of the dvd releases i watched this film again at the weekend for the first time in ages and i had forgotten how good it actually is it has a great story a heist gone wrong told in a non linear fashion it has a great cast including three outstanding performances in my opinion keitel madsen roth and a memorable script with countless quotable scenes everything about this film is interesting the conversation in the coffee shop where we are introduced to all the characters and are given a little insight to them this scene is funny but does not prepare us for the mayhem to proceed after the title credits we meet tow of the characters in a getaway car one covered in blood not sure he is gonna live and the other one panicking and trying to clam him down while driving away we then reach the warehouse where we remain for the majority of the film and find put more about the characters and the robbery gone wrong i wish i knew more about cinematography and the like to really appreciate films but always listen to commentary and watch the documentaries on dvds to get a greater insight into that kinda thing however the camera work in this film is really interesting and you can tell every shot had a lot of planning behind it i think quentin tarantino is great and i have throughly enjoyed all of his films and scripts i have seen tr nbk rd pf jb kbv# # and think its great that he uses similar things in his films big kahuna burgers red apple cigs and characters are referenced alabama and marsellus are both mentioned by joe in rd i know this is not very coherent or in depth this is my first review of a film but i think it that good that i felt compelled to do so i am only an amateur film ,9
en,-1004986445,earth shattering debut for writer director quentin tarantino as he weaves a wicked and demented tale of five strangers harvey keitel tim roth steve buscemi michael madsen and tarantino himself who are recruited by a mastermind lawrence tierney and his son chris penn to pull off a daring diamond heist in los angeles the five have never worked together and really know nothing about each other when the heist turns into a fire fight with cops out on the streets of downtown l a it becomes obvious that someone is really an undercover cop but which one tarantino knew way back in #### how to eliminate the bindings of straight story telling and time elements as he uses flashbacks and sequence less methods to get his points across reservoir dogs is a really great achievement for the genre because it was trail blazing and unique for its era and it stands the test of time very well tarantino would use this feature as a jump board to do even better work pulp fiction and jackie brown love him or hate him tarantino is a highly gifted writer and director that knows exactly what he is doing a stunning and thunderous achievement # # out of # stars ,9
en,-1004986445,there are few films that have revolutionised cinema citizen kane the godfather jaws die hard reservoir dogs before reservoir dogs came onto the scene we were stuck with any crappy script making it way to film within a year of it being written the ##s were a bad time for movies the excellence of the ##s movies godfather jaws apocalapse now taxi driver had gone video had meant cinemas were not as popular as before then came one small film made an a tiny budget with no name except harvey keitel actors written and directed by a newcomer who had dropped out of school at ## and worked in a video store until now this little film was the best thing to happen in cinema for a long time it was a simple story about a heist gone wrong it was set in a warehouse but it was told with a set of flashbacks to make it more complicated than that there were pop culture refrences throughout this film and the acting was superb did i mention it contained lots of profanitisin and violence which sparked up controversy a cops ear being cut off to the sounds of tuck in the middle with you this was a great film without cliche and was incredibly original apart from the fact that it was a story borrowed from city on fire tarantino #nd best ,10
en,-1004986445,it also has no entertainment value it was a chore to watch it all about stupid people killing each other the senseless violence is extremely offensive and although i could see the language being typical of the type of person i found that offensive too i could have spent my time better lying on my bed watching the ceiling for ## minutes ,4
en,-1004986445,i am a huge tarantino fan pulp fiction and the kill bills are easily in my top ## all time this movie sucked the story is boring the script lacks wit the acting was subpar for the caliber of actors they rounded up it is not an emotional crime drama it is not an exciting action movie it definitely is not a funny cool dark comedy i do not know what it is but it is not as cool as it should be give quinton a pass as he was basically a first time director and enjoy his later work over and over again but do not watch this one it wo not meet any expectations you have coming into it ,1
en,1234770868,it truly a beautiful movie for all ages i just love how you relate so much with the characters i have never in a animated movie felt so close with the characters the details on their expressions are simply poetic i love the story the effects are perfect woody is perfect the ken jokes are brilliant everything that happens with buzz the villain and his story which was a whole other brilliant movie on it own man everything is just perfect for this movie i got to say pixar did it this time if you are a sensible person i assure you that you will cry i am kind of hard for that but it did get me all emotional specially the part they are all going to i went to the movie thinking it would be great but it was more than that it truly a animated masterpiece,9
en,1234770868,there a law in moiveology much like isaac newton laws of motion well call this the law of sequels it is stated as a franchise accumulates sequels the value of each successive film approaches crap however as in all fields of science when a movie arises that contradicts our laws and theories no matter how well founded they may appear to be we must revise our old ways of thinking in exchange for the new this is one of those times go see toy story # toy story # contains some of the most powerful and emotionally resonate scenes of the toy story franchise yet is also so funny that you may need to bring an extra pair of pants and not just for the little ones it has its flaws although they detract little from the film this rare sequel ties in so organically with the first two films that you would be amazed to realize that the toy story franchise was never intended to be a trilogy ,10
en,1234770868,i have had a streak with mediocre and fairly entertaining movies this summer and thankfully toy story # ended it this movie had the laughs the thrills and at the end of it all you will be struggling to keep yourself from shedding tears i do not care if i make it sound overrated or hyped up but what i saw was what i saw a sequel that lives up to the franchise and so much more the voice acting is lively and even for a sequel that is darker compared to its predecessors the vibrant new characters fill up the screen wonderfully no longer did i think about tom hanks and tim allen and co i was seeing woody and buzz and the gang playing out their parts they all do a great job bringing our beloved friends to life i have to be honest i did not get teary eyed by the movie end but my heart just melted with the emotions it is a worthy conclusion to my childhood favorite an early but very strong contender for the best animated feature and if things go the way we fans want it best picture oscar simply one of the best movies of this year ,10
en,1234770868,as a fan of animated movies such as the shrek series toy story all the pixar greats and madagascar i was excited to go see toy story the movie started of typical as you got to see all the classic toys as the entered the first scene woody buzz mr potato head etc then andy was introduced there to his mother telling him he has to put his toys in the attic throw them away or take them with him to college after this point the whole movie goes downhill every single thing is predictable from a to z you know the toys are going to get donate as soon as you meet the bear you know he is evil plus his back story was boring you know woody is going to break out come back save the toys i could have written the whole script in five minutes and the story has been done again and again plus there was probably a handful of good jokes ## year waste for this forty minutes into the movie i wanted to leave and if i was not with my girlfriend i would have left the story needed a bigger connection with people as the first two movies had to do with the toys and there interaction with humans while this movie was all about toys being held captive by other toys i thought that was a mistake as one can not relate the bottom line do not see unless you want to waste your money on a predictable unentertaining movie sit home watch the original or rent shrek two this movie only disappoints ,2
en,1234770869,this rare sequel is a great movie unto itself that is so uncommon with sequels it should get an oscar in a new special category just for being as good as the original moreover it intelligently portrayed the characters and the movie world in a truly sequence fashion that is in a plausible universe where situations develop and grow toy story # actually shows what one might expect a few months later from the supposed time of of events in toy story the first movie so often sequels smell like desperate movie business deals adding in ridiculous and artificial complications and dangers and emphasizing shtick that the producers think the audience loved about the original this shtick tag lines and quirky mannerisms then become fodder for billions of fast food drink cups and endless tv commercials that grind every last bit of potential pleasure that might have been gleaned from the movie into the dirt and dust so often a sequel only manages to undo the pedigree of the original not so here toy story # is a great movie with or without the first yet it also adds value and enjoyment to the first film in the future a toy story # the two flicks will definitely become a treasured boxed set of dvd to be seen and enjoyed together i gave this a ## ,10
en,1234770869,like most people i liked this better than the first one probably because it was so different similar to babe and babe # pig in the city what i found most humorous were the out takes at the end especially the dialogue between mr and mrs potato head i am still laughing about it i would only seen a bug life days before so i was still in a pixar world yes this is definitely one for all the family and a movie i am sure everyone will enjoy regardless of race religion or culture i ## saw it with my boyfriend also ## and did not have any children with us it is a happy movie and will leave you laughing till your eyes water it has simpsons like gags and spoofs i have not even seen star wars but picked up that spoof at the end but without the unnecessary sex violence or offending issues that the simpsons has this is a must see definitely the best of #### i gave it ## ## ,10
en,1234770869,how this has been rewarded monumental praise by almost everyone is beyond me i never saw this in the cinema ## years after it release i finally decided to give it a shot basically woody gets taken away buzz brings him back home everyone lives happily ever after the end that is all it really is that predictable there is absolutely nothing redeeming in this film the animation has not aged too well the voice acting is poor joan cusack is the worst offender the direction is extremely shoddy the musical number makes you want to tear your eardrums out but the absolute worst thing about this film the script calling it an affront to humanity would be an understatement there are some truly awful moments of dialogue stupid sequences that amount to nothing whatsoever some of the most unoriginal pathetic film references that have no relation to the storyline whatsoever just there for pop culture reference they are not even done with any subtlety they are just there for the sake of it it not even funny it a giant groan fest as lame after lame bits of wisdom fly from every toy mouth cheesy and dull one liners are uttered so often you really will want to kill yourself even some of the supposed adult jokes are just plain silly and should not even be there this was a painfully awful horrid boring waste of my life i do not care what anyone says this was a terrible terrible film i can honestly say that this is one of the worst films i have ever seen in my life there is nothing good i could possibly say about this at least other supposed terrible films are so bad they are good but toy story # has no redeemable qualities like michael corleone at the end of godfather part two there is no redemption for it now godfather part two that an amazing sequel check that film out once again avoid this worthless pile of vomit ,2
en,498115513,i put off seeing this movie because after seeing the trailers i just was not sure that i would enjoy it i rented it yesterday and have been kicking myself ever since because i did not rent it sooner and when i return to the video store today i will be buying it i became a fan of kevin spacey after seeing him in the usual suspects as verbal kint in fact i have enjoyed him in just about everything he has done but his performance in american beauty was amazing ensuring that the character of lester burnham once understood will not be forgotten for a very long time annette benning thora birch wes bentley ricky fitts and mena suvari all give excellent supporting performances as well i cannot recommend this movie highly enough ,9
en,498115513,this is a superb movie in each and every part if u like comedy it has it i#f u like violence it has it but the best part of the movie is its realistic feel that it gives the movie according to me has the best endings i say best because i cant remember too many movie endings where i cried and cried for almost half an hour this movie is about a common deeply depressed man who gets infatuation with his daughters friend and then starts to live his life his way and thats what starts the confusion which really messy this is a lovely movie a great movie to remember for a long time those few lines by kevin spacey between and at the end of the movie make u cry if u r a real human being,10
en,498115513,for those of you who have not yet seen american beauty some of us who have would consider you as sinners anyone and everyone should experience this movie at some point in their lifetime i would go so far as to say that it is a near perfect film in every aspect the acting from spacey and bentley is some of the most inspiring acting ever captured on film and annette bening is astonishingly perfect as the eccentric wife the movie is a plethora of beautiful sights as the director sam mendes fixates your eyes to the screen in scene after scene after scene for his first feature film i think mendes deserves at least a nomination for best director and alan ball deserves a nomination for his amazing script which all the actors bring to life with their amazing abilities and talents spacey with his wimpish impression of lester bentley as the curious and gifted ricky chris cooper as ricky militant father and bening as spacey eccentric wife as i have said before to not see this movie would be a mistake for it teaches you to look closer at the things around you and find true beauty in every aspect of your life and find things you would have otherwise passed by do not pass this by because american beauty is a timeless classic ,6
en,-1708114502,i really wanted to like this movie but this movie is so mediocre that is even hard to write a review about it what the fuss is all about is beyond me the performances are mediocre at best with the exception of tim robbins which puts out a great one starting with marcia gay harding when they get into the vampire dialog it is hard not to laugh at her then there is laura liney why she thinks that people in boston speak like southerners then there is the editing this movie just does not flow right i cannot put my finger on it other than it is all wrong then the music it reaches crescendos at the most inapropriate times and then we have a couple of blues tunes courtesy of kyle eastwood that should have been left in the trash bin i was really psyched to see this movie i had read the book and eventhough the book is not well written the basis of the story is very good and i thought it would make a great movie ohhh but leave to the screenwriters of this dog to screw that up even the ending is all wrong in the book there is a real reason about why the girl is killed in the movie they change it to a bogus reason read the spoiler at the end do yourself a favor skip this turkey this is # ## and i am being generous spoiler the reason the girl is killed is because the mute brother of her boyfriend does not want his brother to marry her and leave the house since he is very attached to him thus he kills her in the movie they make it an accidental shooting and they top it off with an accidental beating talk about extreme pc towards mute people ,5
en,-1819662859,take a look at blow director ted demme bio right here on imdb he died in #### of accidental cocaine induced thrombotic heart attack sounds like that pro cocaine stance worked out real well for ted nice going blow is ted demme pre dead by cocaine diatribe on how cocaine dealers are just good people who provide a valuable service why are we so hard on them cannot you see the big bad gubmint is ruining their lives cannot you see the big bad gubmint is ruining their families lives poor misunderstood drug dealer george jung cannot even see his daughter grow up because of the big bad gubmint this movie is absurd completely dense there a reason why drug traffickers get stiff sentences if they only got # # years there would be tons of people willing to take the risk we have laws that make it clear that if you want to be a drug trafficker you will be giving up your life if you get caught end of story that what george jung did he did it willingly ted demme wants you to weep for him no thanks ted in summary i wonder what ted demme would think if he knew ahead of time that he was glorifying the substance that killed him my guess is he would probably defiantly claim it harmless fun he found out the hard way just how wrong he was ,8
en,-1819662859,i was so taken by the strange casting for george jung parents that i could hardly concentrate rachel griffiths as johnny depp mum she five years younger than him ray liotta is only ten or twelve years older than depp so why the are both all great actors make up and costume are good and rachel does a great american accent but nothing can make her look like his mum and in any case why not cast an american actress of more or less right age i do not understand it i am not saying they did not do a great job nor that actors alway have to be a within a strict age range for every part but this seemed so odd that i thought there must be some arcane reason for the choice but i could not see it can anyone enlighten me ,5
en,-797216831,truman burbank jim carrey lives an ordinary life as an insurance man in an idyllic seaside town seahaven he would love to go to fiji but he is trap on the island by a fear stemming from a childhood trauma it turns out his whole life is manufactured by tv artist christof ed harris the truman show is the most popular tv series in the world his wife meryl is played by actress hannah gill laura linney his best friend marlon noah emmerich along with everybody in the town as well as the town itself is completely fake even his childhood trauma was manufactured questionable things keep happening sylvia natascha mcelhone who played his dreamgirl lauren tries to help him escape on one level this is a profound drama about the tv world and modern life on another level this is a great character and jim carrey carries it off beautifully it is both funny and thought provoking it probably looked back on as a signpost for the ##s this is a movie that is completely original and compelling ,8
en,-797216831,i love movies good and bad new and old with the countless and awful remakes in today world it hard to find a movie that original and unique today i rarely watch new films since i think the older ones are better imo i would not consider myself a huge jim carrey fan i like some of his movies but not all of them i had the honor of watching this great film several years ago in a college psychology class and loved it the basic idea of the film is that a man who believe what he is experiencing the real world is in fact a staged tv show that has been going on for years and has no idea about it the film itself is unique because to my knowledge nothing like this has been done before until edtv but that was different the movie itself brings up an interesting point is everything that we do in life just part of some gran scheme and somebody is watching out lives this film also has a quote that i would like to point out we accept the reality of the world with which we are presented this quote itself imo sums up the entire film we do not question the reality that exists as we see it we accept it but how do we know it real how do we know it not some person dream and that once they wake up we die we do not know that nobody knows we just accept it and deal with it truman does not question at first the world he is in little by little he questions the system and overall learns about his wolrd that he lives in if you have not seen this film then i would strong suggest you watch it especially those who have psychology background ,9
en,-797216831,hi reading movies beneath the screenplay is what i like doing rather watching what was put on screen i like guessing why was that something put on screen that way as i saw this movie it did give me an insight of myself i mean the sight to look at life when you prevent yourself from exploring to just be assure tat something was somewhere waiting fro us but not actually doing things to reach the destination and get the bingo but yes this concept this movie has given me sight to view world as a programmed one and nobody but only one self can change things from getting programmed also when i read the details of this movie i loved giving a second thought to each detail which was actually origin of world class theories life is programmed or do we make it programmed for ourselves huh its yet to all of us to decide the part that i liked about the movie was when christof talks to slyvia about truman how he never stopped truman but it was his fear and his lack of confidence to explore that made him stuck to the show and what he called as programmed life also the part where marlon speaks to truman is excellently shot very unpredictable which takes one emotion and sympathy fro truman to par hey but the concluding part in fact the last line by truman you never had camera in my head brings out a great controversy too good and a must watch movie,10
en,-797216831,in #### the truman show was overlooked for a best picture nomination as well as a best actor nomination for jim carrey but psycho the classic alfred hitchcock film was also overlooked for a best picture nomination as well as a best actor nomination for anthony perkins the point is psycho was the only film from #### that people really remember no one remembers that the apartment won best picture that year and i believe that in years to come the truman show will be the most remembered film of #### the truman show is a great drama that tells the story of a man whose entire life has been filmed on camera and broadcast as a ## hour a day show of which has millions of viewers addicted what makes this film most memorable is the direction by peter weir he turns it into a film that is at times funny but then quickly becomes sad because you feel truman deserves an uncontrolled environment the cast is perfect noah emmerich plays truman seemingly best friend who is a slave to whatever the shows creator tells him to do to keep truman from thinking of traveling laura linney who is finally beginning to get the attention she deserves plays truman wife who tries to control truman by telling him of his family obligation ed harris portrays christof the creator of the show he cares for truman but honestly believes that truman will be much happier in his world than in the actual world ed harris portrayal of the controling christof is brilliant originally the producers of the truman show wanted dennis hopper as christof but hopper turned it down i think harris is a much greater actor and gives christof more of a caring side finally their is jim carrey whose fantastic acting abilities will probably be overlooked for years because he is stil thought of as a comedian only he plays truman as he goes through the difficult days of understanding who he really is to everybody and that his world actually revolves around him the truman show will be remembered because of how unique it is as compared to any other film of the nineties it is unconventional and in our computer age seems like something that could actually happen ,7
en,-591439420,long before scream and the blair witch project there was another type of horror film hitchcock the birds was one such film through suspense and mystery the birds leaves the viewer terrified one of the greatest devices hitchcock utilised was to not tell the viewer what the problems were they are simply presented for the audience to react no one can explain at first why giant flocks of birds are flying around madly it is left to the audience to piece together the story and a good mystery it is too for some reason birds of all kinds are flying around terrorizing everything and everyone in sight perhaps the mysterious stranger in town could explain the happenings but as with all hitchcock things are not always what they seem the scenes involving birds were incredibly ahead of their time even today in this age of computers and special effects this film still matches up and also contains an overwhelming simplicity which is sometimes lost today real birds fake birds and brilliant camera work combine to provide very dark imagery the lack of score gives the film a scary silence and helps to accentuate the spine chilling calls of the flocks of birds the film also relies on the feats of nature the ability of the birds to haunt people with their incredible grouping together overall the birds is a mastery of cinema made by a master of his craft interestingly the film represents a deviation from hitchcock normal stories the mystery of human behaviour is replaced by the mystery of animal behaviour either way you will never look at a flock of birds in the same way ,9
en,-591439420,i finally bought a copy of alfred hitchcock undeniably outstanding killer animal fright film masterpiece on dvd and rewatched it although i have viewed it many times the birds still managed to creep me out and make my hair stand on end as i saw it yet again i think this alone serves a sterling testament to just what a remarkably strong and scary movie the birds truly is hitchcock extremely meticulous and thus thoroughly believable evocation of a pedestrian everyday mundane world populated by ordinary yet engaging and interesting true to life characters going about their usual business that violently disrupted by the savage shocking and inexplicable hostile attacks by every kind of bird qualifies as his major artistic triumph here there a conviction and plausibility evident in this film which makes it quite powerful and frightening in comparable measure moreover the performances by the top rate cast are uniformly outstanding tippi hedren in her delightful film debut the ever rugged and appealing rod taylor jessica tandy and a very young veronica cartwright are all splendid the inspired use of natural sound and conspicuous absence of a standard score is brilliantly effective the bird attack sequences are stunningly harrowing and horrifying the climactic night long siege on the house is an absolute tour de force of nerve wracking terror and tension and the amazingly convincing special effects remain impressive to this very day albert whitlock extraordinary matte paintings are simply spectacular fantastic chillingly ambiguous ending too if you have not seen this one in some time i strongly advise that you watch it again i am absolutely certain it will still get under your skin as well ,10
